1.592,0.091
1.672,0.091
1.766,0.091
1.833,0.091
2.009,0.093
2.041,0.099
1.939,0.099
1.898,0.1
1.891,0.099
2.029,0.094
2.01,0.092
1.882,0.092
1.823,0.094
1.918,0.094
2.065,0.094
2.283,0.095
2.216,0.097
2.176,0.104
2.316,0.105
2.506,0.105
2.927,0.106
2.785,0.102
2.343,0.102
2.186,0.102
2.315,0.108
2.31,0.108
2.401,0.109
2.757,0.109
2.947,0.11
2.917,0.118
2.999,0.118
2.985,0.118
2.589,0.118
2.272,0.112
2.241,0.11
2.334,0.11
2.274,0.113
2.285,0.113
2.592,0.113
2.86,0.113
3.13,0.115
3.052,0.122
2.961,0.122
2.782,0.121
2.789,0.121
2.793,0.117
3.069,0.115
3.02,0.115
3.047,0.116
3.033,0.116
3.258,0.116
3.441,0.118
3.764,0.12
4.065,0.128
4.09,0.131
3.786,0.132
3.698,0.13
3.173,0.126
2.151,0.123
1.689,0.124
1.787,0.126
1.928,0.126
1.949,0.126
2.056,0.125
2.265,0.126
2.631,0.132
2.543,0.131
2.627,0.13
2.574,0.13
2.561,0.126
2.66,0.124
2.621,0.124
2.731,0.124
2.659,0.123
2.78,0.125
2.858,0.126
2.869,0.127
2.736,0.132
2.736,0.133
2.745,0.133
2.704,0.132
2.795,0.127
2.852,0.125
2.985,0.125
3.091,0.125
3.167,0.125
3.546,0.127
3.816,0.127
3.933,0.129
3.702,0.134
3.654,0.135
3.63,0.135
3.612,0.135
3.468,0.13
3.423,0.128
3.278,0.127
3.399,0.128
3.572,0.128
3.868,0.127
3.927,0.127
3.792,0.129
3.552,0.135
3.451,0.133
3.707,0.133
3.856,0.133
3.786,0.128
3.488,0.127
3.331,0.127
3.351,0.129
3.693,0.129
3.735,0.128
3.59,0.128
3.623,0.131
3.633,0.137
3.628,0.137
3.6,0.137
3.556,0.137
3.375,0.132
3.251,0.13
3.277,0.131
3.32,0.134
3.364,0.134
3.532,0.135
3.659,0.131
3.691,0.136
3.695,0.143
3.633,0.143
3.481,0.143
3.403,0.141
3.182,0.136
2.887,0.134
2.56,0.135
