1.142175,5.653880
0.961976,5.654621
0.043144,5.031154
7.976526,2.027480
6.313825,6.489383
3.473608,6.842410
3.986454,2.639236
3.373956,3.096837
4.507256,0.223869
6.491462,6.494486
3.901789,9.800222
6.705984,3.044966
6.229136,0.691275
2.200345,8.762417
3.105783,6.128983
9.358897,4.623356
2.713450,9.153387
6.444647,9.169262
8.075914,8.509658
3.870632,2.782535
0.497038,4.352759
0.712211,5.413202
0.839151,4.240837
9.157419,6.821856
6.492948,1.082202
4.143117,2.766555
9.469613,6.714726
6.578963,6.727742
4.400991,2.596967
3.960137,2.904798
5.775588,2.596817
4.653857,2.556808
10.045676,6.228502
2.858352,8.507740
4.131830,6.994221
7.080024,6.174909
3.098032,6.254515
3.745501,0.557037
3.210440,3.003808
8.808755,7.495452
8.520783,2.372773
4.751836,5.158650
6.546133,6.664601
3.132206,2.916403
9.476115,5.729767
4.603882,2.595155
5.164688,2.661501
8.966599,2.667743
2.411116,8.254057
3.517587,0.709297
0.594211,4.671063
8.437522,8.103925
6.408164,6.684391
1.049099,2.950362
1.359984,6.583447
1.231650,3.079290
3.174285,3.266067
3.439153,9.765910
9.698801,5.185726
9.384665,6.556865
1.468090,2.359530
5.557860,4.152043
7.003372,8.807197
9.429038,5.479051
7.134855,3.093140
4.887080,5.130851
6.544317,2.788316
9.213875,5.227227
1.470414,1.531676
4.968443,0.865091
7.881303,1.553299
6.154510,3.054849
9.414117,6.024484
3.871724,6.710269
1.001744,2.749478
4.997660,5.819593
4.070172,7.132230
2.621785,1.301748
2.127480,8.405014
5.915341,9.459012
7.332729,1.108944
0.622678,5.629182
1.503765,2.395975
0.559943,4.442978
9.238439,2.786684
7.962830,8.772506
1.263427,2.360362
8.917784,6.974769
3.066622,3.068003
6.839258,5.842045
4.894364,4.121818
5.389406,9.627680
9.188591,3.495794
4.930421,3.836043
0.654393,7.254403
7.041111,6.199556
3.420488,6.209485
9.000651,7.549888
2.208149,8.896100
9.407811,4.770253
8.442739,7.807807
5.765194,6.340365
1.732342,8.199429
8.729719,7.051128
7.159062,0.673186
8.421367,7.852305
6.030534,6.284940
7.612785,9.119706
8.831973,7.610196
8.008179,8.598475
9.434515,6.592522
5.857749,7.041150
6.739951,9.074577
2.869476,1.320005
0.820800,4.422257
3.616269,6.974593
8.993853,4.385619
2.077442,1.535672
1.492929,7.651472
5.081377,4.656000
3.896031,9.633630
5.001273,6.223399
5.748848,0.906094
4.868155,5.203146
6.159533,2.671915
6.171716,6.985884
0.757661,5.247867
3.559712,6.311022
2.929134,8.777650
3.667610,0.642494
0.303969,4.683295
5.734783,9.370866
6.474859,0.399085
0.409273,4.582553
4.767083,5.308723
4.835202,9.316639
5.274655,5.050436
4.873157,4.982871
2.911071,6.383629
5.550052,2.722342
8.503754,7.154358
9.196319,4.144473
1.437537,3.200319
6.131664,9.807267
2.414844,8.540083
3.853878,0.736652
4.258590,6.731026
3.492513,0.900891
8.510506,2.030384
1.466095,7.421124
7.072750,9.388034
4.140872,2.717295
3.779179,6.455283
3.733394,9.336569
1.287151,2.244991
1.746942,7.932065
7.379048,6.460007
5.845193,6.646401
5.913006,0.511460
6.562359,6.414288
8.624571,6.642966
0.853821,3.107117
3.084663,8.569600
6.115036,0.807275
9.511852,3.560389
5.172618,9.223068
6.110768,6.383373
0.799624,6.581224
9.171571,5.104895
9.861959,4.314520
0.554245,5.420368
6.571520,3.206827
5.988737,2.681757
0.821992,3.529173
3.729850,9.467700
3.665315,9.479838
4.565000,2.951265
8.360947,2.377433
9.438022,6.294076
0.554421,4.401695
6.742174,3.003126
5.995590,2.871751
5.450726,5.127392
9.243117,6.312008
0.450367,4.897860
3.688381,7.190457
6.468976,5.878349
6.228064,9.081755
0.568480,6.339807
3.800710,9.695772
9.678405,4.357526
8.903803,7.248413
1.230454,2.505979
5.241597,0.767063
8.051183,8.069042
4.983865,6.121391
6.753431,6.638764
7.363855,8.625629
9.378040,5.141560
0.426472,5.758301
3.956457,6.629908
8.637068,1.989945
4.933461,4.582768
2.909359,0.983304
9.511088,5.040504
6.008651,2.826544
6.477017,9.442416
3.905994,0.444488
7.232401,6.173353
8.989667,3.975322
3.727092,0.889874
9.130423,3.109827
4.839368,0.792475
4.112475,0.734844
2.604453,8.499941
6.614663,7.141096
7.782780,1.904197
0.766187,7.343226
2.981170,6.695140
4.485455,0.560021
7.925856,8.362729
2.909474,0.875622
6.328496,6.695975
9.608327,3.781080
4.442618,0.406897
4.187765,9.125714
5.930901,2.871121
5.128987,2.649675
4.113623,7.120309
3.244249,3.234507
0.701141,4.523311
5.063034,5.767103
4.666316,0.503441
5.263201,9.212424
9.295025,2.707824
6.368878,0.168542
0.782195,6.798875
8.366752,8.084210
3.580743,2.979104
1.846632,8.281945
6.174182,6.812842
4.601656,5.267944
6.624452,2.850490
3.048731,9.198992
0.451179,4.153158
7.448852,1.373487
6.644502,9.135951
6.170075,0.783745
4.030607,2.683961
1.577044,8.315556
9.800980,6.465634
0.628617,5.846340
4.253625,9.780462
1.664029,8.185177
3.676093,0.527002
3.257052,1.483412
2.707636,9.094064
0.359277,4.179090
3.390414,6.821764
0.930060,5.979329
5.962555,6.477229
9.045759,5.756947
4.015079,6.921134
2.868380,1.111523
4.891158,2.518167
0.748709,3.968954
9.499203,3.018729
1.569041,2.092386
8.028373,2.205702
3.578286,9.067627
5.434716,9.176925
6.224410,6.602045
3.679256,2.908841
5.384200,2.805459
4.286121,0.141878
4.329477,9.451855
5.544664,2.618752
2.944745,3.134431
4.955463,5.894590
8.186682,8.048111
3.390092,0.740832
3.970198,6.710201
2.750164,1.300139
1.908126,1.793601
6.376077,6.723421
3.576134,6.357096
7.155702,3.249438
3.189966,1.123167
4.527875,9.420685
0.391631,3.856033
5.083826,5.146145
6.086207,2.681132
4.112714,2.796089
3.557352,6.517141
0.664042,4.079449
4.964932,4.643732
0.387063,4.780322
6.694970,0.759317
0.729079,3.470556
3.659934,7.014373
2.820046,3.408561
4.463233,9.423231
6.960657,1.123211
4.697371,9.642505
4.510478,0.708568
5.265440,4.268384
6.809561,3.242328
4.709745,5.699507
9.372521,5.842488
5.490103,0.737462
8.715061,7.511074
6.701118,6.806005
1.456484,3.343649
7.405061,0.713696
6.194249,6.213850
9.174798,6.644773
3.301507,5.832216
6.435875,0.548212
5.048696,9.715989
3.950805,2.993766
6.077760,0.888036
0.444202,5.789025
5.012543,8.991426
3.483606,6.290476
9.314272,5.435310
8.779538,7.778271
5.751304,6.520720
2.752494,8.850100
3.921031,7.062135
8.731501,2.338753
5.108642,4.702605
9.236856,6.177841
7.158382,6.494047
2.537975,1.245942
0.822716,6.606881
8.870671,3.538924
7.507871,1.092418
0.462332,5.338783
2.436832,8.418899
2.951350,0.976172
2.622816,1.168632
9.595857,5.791713
1.553240,7.557566
8.602604,7.569320
4.007879,9.004357
5.140338,9.664361
9.310425,6.375341
6.860113,6.751610
3.031776,5.745685
7.158243,9.048439
4.893494,5.320628
4.282345,9.651301
3.787527,9.415152
6.926052,6.365852
6.857608,1.192110
9.636927,6.049904
3.526589,0.832578
6.274298,0.791978
7.015014,6.200066
7.155131,3.181209
6.179086,9.077701
6.861450,1.003684
9.742107,4.897799
3.151861,6.077340
6.810237,9.413670
0.357687,4.619855
4.693418,9.033203
3.665082,6.813745
3.365982,6.655717
3.122125,0.802187
6.519226,5.826299
8.581907,2.512767
3.015260,6.391552
3.506985,6.399146
5.999628,6.609516
8.694027,2.138813
0.735456,3.867914
7.017826,8.596173
7.031038,5.779422
6.263124,6.646079
8.505707,2.314766
9.140516,3.792673
-0.026589,4.923271
1.239197,2.177867
1.201674,2.437610
4.470279,4.877379
5.249459,9.370674
9.797984,4.279547
3.602565,6.442544
3.506314,6.206558
8.236337,1.992222
7.996543,1.931298
8.743904,7.867684
0.374885,5.228583
6.910684,6.169278
9.732041,5.161513
2.124409,1.438382
9.822024,6.055461
9.854900,5.288031
5.452634,2.858572
7.533034,8.946787
0.640376,5.066548
2.882615,6.567256
8.944932,2.405190
0.858040,5.354153
9.790726,4.810641
4.848079,5.014429
6.756249,9.371206
3.794538,6.803529
2.072694,1.580189
6.113636,2.985421
8.016798,2.114386
6.135175,6.162313
4.225391,9.300148
8.893165,3.028865
8.818971,2.782143
5.759590,3.009235
3.527457,6.614981
1.103611,7.258141
0.794078,6.455235
9.572224,6.651251
0.929470,7.810307
1.718406,8.247884
4.867257,4.581578
5.541031,0.574862
5.336177,2.802111
9.185936,2.785321
5.079476,5.557029
3.285789,6.291841
8.318332,2.293657
5.062445,9.486723
3.267135,6.365062
4.116797,0.427218
6.541009,9.201903
3.550180,2.816592
6.023785,7.219717
3.743151,6.179774
2.240025,8.940607
6.439842,9.576345
3.832610,2.779213
1.061842,5.955103
8.763622,3.269503
0.580748,5.099213
3.221419,6.615993
8.341891,7.755668
7.448964,1.214184
1.755763,8.245694
3.112474,6.474048
2.992059,0.966977
6.563254,6.487848
6.384148,6.254653
3.575521,6.086258
0.201758,5.445006
6.493174,9.437713
3.416233,6.351955
0.736216,3.306887
6.577583,9.500603
3.036610,9.326295
8.719408,7.465653
3.049678,0.466630
4.872754,9.106582
1.481083,2.561186
8.754873,7.299482
4.830417,2.799420
2.302233,1.388069
3.104368,3.266986
7.276618,1.248513
4.963496,4.420916
6.388711,6.636723
2.125981,0.989231
7.448751,1.640380
0.471868,5.403558
1.268000,2.178473
3.694136,6.548730
3.873320,2.702474
5.176442,5.049028
6.534761,6.833599
8.916866,2.649407
1.007498,7.798994
2.166229,1.134062
9.263232,2.802885
0.624763,3.124688
5.625651,5.398954
6.464976,0.620088
9.417205,4.857174
1.178260,7.741163
5.710265,9.576137
8.931974,6.946630
3.152582,8.503186
8.897952,6.584427
5.277650,2.825200
1.460414,2.621397
4.514190,9.472748
9.237164,6.015543
9.144916,5.683412
5.064520,4.532471
0.650775,5.183643
5.707084,9.349284
4.067506,9.287870
6.107932,6.635817
3.868714,0.965723
9.786933,6.056792
4.524406,9.306635
1.661364,8.108444
0.526788,5.020082
5.273426,5.209147
6.611984,8.477041
5.396830,0.478505
0.759088,5.964241
6.205506,2.987439
4.649155,0.691720
1.328468,7.307797
5.864994,2.666483
4.533779,2.962252
8.731855,7.331715
3.096227,9.116108
8.488927,2.386778
8.135249,2.328446
0.237410,4.833163
6.175152,6.468144
1.127366,7.309883
8.179498,1.588120
3.374182,6.806012
4.385792,9.517714
9.412699,6.099602
3.701721,0.525146
4.380782,7.001286
3.611446,9.114556
6.417459,1.047387
4.950529,9.407755
1.520586,2.724791
8.403918,7.597583
2.311431,1.519163
7.810024,8.300753
3.741848,6.465913
3.600837,9.195666
8.172134,7.772558
6.854697,6.537057
6.818948,6.394361
1.195726,2.580077
8.014352,1.868372
5.171826,9.842872
5.972876,9.654366
2.232092,8.317104
9.149347,4.231381
5.461937,0.316613
3.532533,2.935032
5.890686,7.220054
6.960274,3.115898
6.288367,2.994604
4.779113,2.747102
6.912493,6.891551
0.334092,5.704905
6.584502,6.373846
9.880239,4.859746
6.913531,9.146974
6.174857,6.295402
1.261432,2.751839
0.549989,4.344050
0.801169,3.487859
3.060782,8.583159
3.132548,2.984142
3.596660,9.233510
8.892765,7.621016
9.656209,3.830834
2.537685,0.833636
8.642876,2.342286
2.200462,8.480187
2.641376,8.910328
8.989517,4.171700
2.942269,8.510510
4.827273,2.831642
6.668398,3.070979
8.738976,7.144548
6.284474,9.325495
6.903581,9.224710
